Datetime (CET+1/CEST +2),Datetime (UTC),Elia Grid Load [MW]
2022-11-03 12:00:00,2022-11-03 11:00:00,0.4091574121213896
2022-11-03 12:15:00,2022-11-03 11:15:00,0.40487480798716285
2022-11-03 12:30:00,2022-11-03 11:30:00,0.42588847663882495
2022-11-03 12:45:00,2022-11-03 11:45:00,0.4408434192244492
2022-11-03 13:00:00,2022-11-03 12:00:00,0.4601648145675457
2022-11-03 13:15:00,2022-11-03 12:15:00,0.47037863773732763
2022-11-03 13:30:00,2022-11-03 12:30:00,0.4882078948069039
2022-11-03 13:45:00,2022-11-03 12:45:00,0.48758076422817803
2022-11-03 14:00:00,2022-11-03 13:00:00,0.48042823185184785
2022-11-03 14:15:00,2022-11-03 13:15:00,0.4895854807642384
2022-11-03 14:30:00,2022-11-03 13:30:00,0.47961208485113455
2022-11-03 14:45:00,2022-11-03 13:45:00,0.4881032370362837
2022-11-03 15:00:00,2022-11-03 14:00:00,0.48980071263169317
2022-11-03 15:15:00,2022-11-03 14:15:00,0.5000587042368343
2022-11-03 15:30:00,2022-11-03 14:30:00,0.5209739374609637
2022-11-03 15:45:00,2022-11-03 14:45:00,0.5344503085211112
2022-11-03 16:00:00,2022-11-03 15:00:00,0.5467311736634535
2022-11-03 16:15:00,2022-11-03 15:15:00,0.5564535337349432
2022-11-03 16:30:00,2022-11-03 15:30:00,0.5517503604113725
2022-11-03 16:45:00,2022-11-03 15:45:00,0.5640563189373136
2022-11-03 17:00:00,2022-11-03 16:00:00,0.5725254379075955
2022-11-03 17:15:00,2022-11-03 16:15:00,0.5799093190400333
2022-11-03 17:30:00,2022-11-03 16:30:00,0.5926068771579929
2022-11-03 17:45:00,2022-11-03 16:45:00,0.6086221682091109
2022-11-03 18:00:00,2022-11-03 17:00:00,0.6119620363627609
2022-11-03 18:15:00,2022-11-03 17:15:00,0.6072507025892393
2022-11-03 18:30:00,2022-11-03 17:30:00,0.5969317116207153
2022-11-03 18:45:00,2022-11-03 17:45:00,0.5851582224540697
2022-11-03 19:00:00,2022-11-03 18:00:00,0.5766780868763541
2022-11-03 19:15:00,2022-11-03 18:15:00,0.5674414775881913
2022-11-03 19:30:00,2022-11-03 18:30:00,0.5793566525671092
2022-11-03 19:45:00,2022-11-03 18:45:00,0.5750746604666288
2022-11-03 20:00:00,2022-11-03 19:00:00,0.5589104412039072
2022-11-03 20:15:00,2022-11-03 19:15:00,0.5498607062196197
